icao,name,city,state,country,lat,lon
KR47,Ruhe's Airport,Leipsic,Ohio,US,41.10309982,-84.05190277
KR49,Ferry County Airport,Republic,Washington,US,48.7182006836,-118.65599823
KRAC,John H Batten Airport,Racine,Wisconsin,US,42.7606010437,-87.8152008057
KRAL,Riverside Municipal Airport,Riverside,California,US,33.95190048,-117.4449997
KRAP,Rapid City Regional Airport,Rapid City,South Dakota,US,44.04529953,-103.0569992065
KRAS,Mustang Beach Airport,Port Aransas,Texas,US,27.8118000031,-97.0887985229
KRAW,Warsaw Municipal Airport,Warsaw,Missouri,US,38.3469009399,-93.3453979492
KRBD,Dallas Executive Airport,Dallas,Texas,US,32.6809005737,-96.8682022095
KRBE,Rock County Airport,Bassett,Nebraska,US,42.5696983337,-99.568397522
KRBG,Roseburg Regional Airport,Roseburg,Oregon,US,43.2388000488,-123.3560028076
KRBL,Red Bluff Municipal Airport,Red Bluff,California,US,40.1506996155,-122.2519989014
KRBM,Robinson Army Air Field,Camp Robinson/Little Rock,Arkansas,US,34.85010147,-92.30020142
KRBO,Nueces County Airport,Robstown,Texas,US,27.7784996033,-97.6904983521
KRBW,Lowcountry Regional Airport,Walterboro,South Carolina,US,32.9210014343,-80.6406021118
KRCA,Ellsworth Air Force Base,Rapid City,South Dakota,US,44.14500046,-103.1039963
KRCE,Clarence E Page Municipal Airport,Oklahoma City,Oklahoma,US,35.48809814,-97.82360077
KRCK,H H Coffield Regional Airport,Rockdale,Texas,US,30.6315994263,-96.9897003174
KRCM,Skyhaven Airport,Warrensburg,Missouri,US,38.784198761,-93.8029022217
KRCP,Stockton / Rooks County Regional,Stockton,Kansas,US,39.346592,-99.304649
KRCR,Fulton County Airport,Rochester,Indiana,US,41.0656013489,-86.1817016602
KRCT,Nartron Field,Reed City,Michigan,US,43.9000015259,-85.5167007446
KRCV,Astronaut Kent Rominger Airport,Del Norte,Colorado,US,37.7137838,-106.3520185
KRCX,Rusk County Airport,Ladysmith,Wisconsin,US,45.496799469,-91.00050354
KRCZ,Richmond County Airport,Rockingham,North Carolina,US,34.8913002,-79.75959778
KRDD,Redding Municipal Airport,Redding,California,US,40.50899887,-122.2929993
KRDG,Reading Regional Carl A Spaatz Field,Reading,Pennsylvania,US,40.3785018921,-75.9652023315
KRDK,Red Oak Municipal Airport,Red Oak,Iowa,US,41.01050186,-95.25990295
KRDM,Roberts Field,Redmond,Oregon,US,44.2541008,-121.1500015
KRDR,Grand Forks Air Force Base,Grand Forks,North Dakota,US,47.961101532,-97.4011993408
KRDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,35.8776016235,-78.7874984741
KRED,Red Lodge Airport,Red Lodge,Montana,US,45.1874008179,-109.266998291
KREG,Louisiana Regional Airport,Gonzales,Louisiana,US,30.1713667,-90.9403861
KREI,Redlands Municipal Airport,Redlands,California,US,34.0853004456,-117.1460037231
KREO,Rome State Airport,Rome,Oregon,US,42.5777015686,-117.8850021362
KRFD,Chicago Rockford International Airport,Chicago/Rockford,Illinois,US,42.195400238,-89.0971984863
KRFG,Rooke Field,Refugio,Texas,US,28.2936000824,-97.3229980469
KRFI,Rusk County Airport,Henderson,Texas,US,32.1417007446,-94.8516998291
KRGA,Central Kentucky Regional Airport,Richmond,Kentucky,US,37.63079834,-84.33229828
KRGK,Red Wing Regional Airport,Red Wing,Wisconsin,US,44.58940125,-92.48500061
KRHI,Rhinelander Oneida County Airport,Rhinelander,Wisconsin,US,45.6311988831,-89.4674987793
KRHP,Western Carolina Regional Airport,Andrews,North Carolina,US,35.19520187,-83.86299896
KRHV,Reid Hillview of Santa Clara County Airport,San Jose,California,US,37.332901001,-121.8190002441
KRIC,Richmond International Airport,Richmond,Virginia,US,37.5051994324,-77.3197021484
KRID,Richmond Municipal Airport,Richmond,Indiana,US,39.7571983337,-84.8427963257
KRIE,Rice Lake Airport,,Wisconsin,US,45.4785995483,-91.7221984863
KRIF,Richfield Municipal Airport,Richfield,Utah,US,38.7364006042,-112.0989990234
KRIL,Garfield County Regional Airport,Rifle,Colorado,US,39.52629852,-107.7269974
KRIR,Flabob Airport,Riverside/Rubidoux/,California,US,33.9897003174,-117.4110031128
KRIU,Rancho Murieta Airport,Rancho Murieta,California,US,38.4868011475,-121.1029968262
KRIV,March ARB Airport,Riverside,California,US,33.88069916,-117.2590027
KRIW,Central Wyoming Regional Airport,Riverton,Wyoming,US,43.064201355,-108.4599990845
KRJD,Gooden Airpark,Ridgely,Maryland,US,38.9701004028,-75.8663024902
KRKD,Knox County Regional Airport,Rockland,Maine,US,44.06010056,-69.09919739
KRKP,Aransas County Airport,Rockport,Texas,US,28.0867996216,-97.0446014404
KRKR,Robert S Kerr Airport,Poteau,Oklahoma,US,35.0215988159,-94.6212997437
KRKS,Southwest Wyoming Regional Airport,Rock Springs,Wyoming,US,41.59420013,-109.0650024
KRKW,Rockwood Municipal Airport,Rockwood,Tennessee,US,35.9222984314,-84.6896972656
KRLD,Richland Airport,Richland,Washington,US,46.3055992126,-119.3040008545
KRME,Griffiss International Airport,Rome,New York,US,43.23379898,-75.40699768
KRMG,Richard B Russell Airport,Rome,Georgia,US,34.3506011963,-85.1579971313
KRMN,Stafford Regional Airport,Stafford,Virginia,US,38.3981018066,-77.4554977417
KRMY,Brooks Field,Marshall,Colorado,US,42.2512016296,-84.9554977417
KRNC,Warren County Memorial Airport,Mc Minnville,Tennessee,US,35.69869995,-85.84380341
KRND,Randolph Air Force Base,Universal City,Texas,US,29.52969933,-98.27890015
KRNH,New Richmond Regional Airport,New Richmond,Wisconsin,US,45.14830017,-92.5381012
KRNM,Ramona Airport,Ramona,California,US,33.0391998291,-116.9150009155
KRNO,Reno Tahoe International Airport,Reno,Nevada,US,39.4990997314,-119.7679977417
KRNP,Owosso Community Airport,Owosso,Michigan,US,42.9930000305,-84.1389007568
KRNT,Renton Municipal Airport,Renton,Washington,US,47.4930992126,-122.216003418
KRNV,Cleveland Municipal Airport,Cleveland,Mississippi,US,33.76110077,-90.75789642
KROA,Roanoke Regional Woodrum Field,Roanoke,Virginia,US,37.3255004883,-79.975402832
KROC,Greater Rochester International Airport,Rochester,New York,US,43.1189002991,-77.6724014282
KROG,Rogers Executive Airport,Rogers,Arkansas,US,36.37229919,-94.10690308
KROS,Rush City Regional Airport,Rush City,Minnesota,US,45.69800186,-92.95300293
KROW,Roswell International Air Center Airport,Roswell,New Mexico,US,33.3016014099,-104.53099823
KROX,Roseau Municipal Rudy Billberg Field,Roseau,Minnesota,US,48.85599899,-95.6969986
KRPB,Belleville Municipal Airport,Belleville,Kansas,US,39.8179016113,-97.6595993042
KRPD,Rice Lake Regional Carl's Field,Rice Lake,Wisconsin,US,45.41899872,-91.77349854
KRPH,Graham Municipal Airport,Graham,Texas,US,33.1101989746,-98.5552978516
KRPJ,Rochelle Municipal Airport - Koritz Field,Rochelle,Illinois,US,41.8930015564,-89.0783004761
KRPX,Roundup Airport,Roundup,Montana,US,46.4749984741,-108.5429992676
KRQB,Roben Hood Airport,Big Rapids,Michigan,US,43.7225990295,-85.5040969849
KRQE,Window Rock Airport,Window Rock,Arizona,US,35.6520996094,-109.0670013428
KRQO,El Reno Regional Airport,El Reno,Oklahoma,US,35.47269821,-98.00579834
KRRL,Merrill Municipal Airport,Merrill,Wisconsin,US,45.1988983154,-89.7128982544
KRRQ,Rock Rapids Municipal Airport,Rock Rapids,Iowa,US,43.4522018433,-96.1798019409
KRRT,Warroad International Memorial Field,Warroad,Minnesota,US,48.94139862,-95.3483963
KRSL,Russell Municipal Airport,Russell,Kansas,US,38.8721008301,-98.8117980957
KRSN,Ruston Regional Airport,Ruston,Louisiana,US,32.5144004822,-92.5916976929
KRST,Rochester International Airport,Rochester,Minnesota,US,43.9082984924,-92.5
KRSV,Crawford County Airport,Robinson,Illinois,US,39.0159988403,-87.6498031616
KRSW,Southwest Florida International Airport,Fort Myers,Florida,US,26.5361995697,-81.7552032471
KRTN,Raton Municipal-Crews Field,Raton,New Mexico,US,36.74150085,-104.5019989
KRTS,Reno Stead Airport,Reno,Nevada,US,39.6674003601,-119.875999451
KRUE,Russellville Regional Airport,Russellville,Arkansas,US,35.25910187,-93.09329987
KRUG,Rugby Municipal Airport,Rugby,North Dakota,US,48.3903999329,-100.0240020752
KRUQ,Mid-Carolina Regional Airport,Salisbury,North Carolina,US,35.64590073,-80.52030182
KRUT,Rutland - Southern Vermont Regional Airport,Rutland,Vermont,US,43.52939987,-72.94960022
KRVF,Ruby Valley Field Airport,Twin Bridges,Montana,US,45.5337982178,-112.3030014038
KRVJ,Swinton Smith Field at Reidsville Municipal Airport,Reidsville,Georgia,US,32.0589981079,-82.1517028809
KRVL,Mifflin County Airport,Reedsville,Pennsylvania,US,40.6773986816,-77.6268005371
KRVN,Hawkins County Airport,Rogersville,Tennessee,US,36.4575996399,-82.8850021362
KRVS,Tulsa Riverside Airport,Tulsa,Oklahoma,US,36.0396003723,-95.9845962524
KRWF,Redwood Falls Municipal Airport,Redwood Falls,Minnesota,US,44.54719925,-95.08229828
KRWI,Rocky Mount Wilson Regional Airport,Rocky Mount,North Carolina,US,35.856300354,-77.8918991089
KRWL,Rawlins Municipal Harvey Field,Rawlins,Wyoming,US,41.80559921,-107.1999969
KRWN,Arens Field,Winamac,Indiana,US,41.092300415,-86.6128997803
KRWV,Caldwell Municipal Airport,Caldwell,Texas,US,30.515499115,-96.7041015625
KRXE,Rexburg Madison County Airport,Rexburg,Idaho,US,43.8339004517,-111.805000305
KRYM,Ray S Miller Army Air Field,Camp Ripley,Minnesota,US,46.0912017822,-94.360496521
KRYN,Ryan Field,Tucson,Arizona,US,32.14220047,-111.1750030518
KRYV,Watertown Municipal Airport,Watertown,Wisconsin,US,43.1696014404,-88.723197937
KRYW,Lago Vista Tx Rusty Allen Airport,Lago Vista,Texas,US,30.4986000061,-97.9694976807
KRYY,Cobb County-Mc Collum Field,Atlanta,Georgia,US,34.01319885,-84.59860229
KRZL,Jasper County Airport,Rensselaer,Indiana,US,40.9478988647,-87.1826019287
KRZN,Burnett County Airport,Siren,Wisconsin,US,45.8227005005,-92.3724975586
KRZR,Cleveland Regional Jetport C,Cleveland,Tennessee,US,35.2123364,-84.7991994
KRZT,Ross County Airport,Chillicothe,Ohio,US,39.4403991699,-83.0231018066
KRZZ,Halifax County Airport,Roanoke Rapids,North Carolina,US,36.4394989014,-77.7092971802
KS01,Conrad Airport,Conrad,Montana,US,48.168598175,-111.9759979248
KS03,Ashland Municipal Sumner Parker Field,Ashland,Oregon,US,42.1902999878,-122.661003113
KS05,Bandon State Airport,Bandon,Oregon,US,43.08649826,-124.4079971
KS10,Lake Chelan Airport,Chelan,Washington,US,47.8660011292,-119.9430007935
KS12,Albany Municipal Airport,Albany,Oregon,US,44.6377983093,-123.0589981079
KS17,Twin Lakes Airport,Graniteville,South Carolina,US,33.6456985474,-81.8671035767
KS19,Mc Cormick County Airport,Mc Cormick,South Carolina,US,33.90810013,-82.26689911
KS20,Goldendale Airport,Goldendale,Washington,US,45.8320999146,-120.8450012207
KS21,Sunriver Airport,Sunriver,Oregon,US,43.8763008118,-121.45300293
KS23,Ione Municipal Airport,Ione,Washington,US,48.7080993652,-117.4130020142
KS24,Sandusky County Regional Airport,"Fremont, Ohio",Ohio,US,41.29575,-83.0372222
KS25,Watford City Municipal Airport,Watford City,North Dakota,US,47.79570007,-103.2539978
KS27,Kalispell City Airport,Kalispell,Montana,US,48.1786003113,-114.3040008545
KS28,International Peace Garden Airport,Dunseith,North Dakota,US,48.99730555,-100.04369444
KS30,Lebanon State Airport,Lebanon,Oregon,US,44.53113888,-122.92972222
KS31,Lopez Island Airport,Lopez,Washington,US,48.48391666,-122.93766666
KS32,Cooperstown Municipal Airport,Cooperstown,North Dakota,US,47.4227981567,-98.1059036255
KS33,Madras Municipal Airport,Madras,Oregon,US,44.67020035,-121.1549988
KS34,Plains Airport,Plains,Montana,US,47.47240067,-114.9000015
KS36,Norman Grier Field,Kent,Washington,US,47.3371009827,-122.1039962769
KS37,Smoketown Airport,Smoketown,Pennsylvania,US,40.04159305,-76.20189583
KS39,Prineville Airport,Prineville,Oregon,US,44.2869987488,-120.9039993286
KS40,Prosser Airport,Prosser,Washington,US,46.21340179,-119.7910004
KS42,Springer Municipal Airport,Springer,New Mexico,US,36.3269996643,-104.6200027466
KS45,Siletz Bay State Airport,Gleneden Beach,Oregon,US,44.8768997192,-124.0289993286
KS48,Country Squire Airpark,Sandy,Oregon,US,45.3544006348,-122.2679977417
KS49,Miller Memorial Airpark,Vale,Oregon,US,43.96377166,-117.2593425
KS50,Auburn Municipal Airport,Auburn,Washington,US,47.3277015686,-122.2269973755
KS52,Methow Valley State Airport,Winthrop,Washington,US,48.4249000549,-120.1460037231
KS59,Libby Airport,Libby,Montana,US,48.2837982178,-115.4899978638
KS64,Stanford Airport,Stanford,Montana,US,47.14720154,-110.2300034
KS66,Homedale Municipal Airport,Homedale,Idaho,US,43.61463888,-116.92136111
KS67,Nampa Municipal Airport,Nampa,Idaho,US,43.5812988281,-116.5230026245
KS68,Orofino Municipal Airport,Orofino,Idaho,US,46.49202111,-116.27539944
KS69,Lincoln Airport,Lincoln,Montana,US,46.95439911,-112.6500015
KS70,Othello Municipal Airport,Othello,Washington,US,46.79489899,-119.0790024
KS71,Edgar G Obie Airport,Chinook,Montana,US,48.5920982361,-109.2509994507
KS72,St Maries Municipal Airport,St Maries,Idaho,US,47.3277015686,-116.577003479
KS73,Kamiah Municipal Airport,Kamiah,Idaho,US,46.2192993164,-116.0130004883
KS75,Payette Municipal Airport,Payette,Idaho,US,44.0915985107,-116.9010009766
KS78,Emmett Municipal Airport,Emmett,Idaho,US,43.849899292,-116.5429992676
KS81,Indian Creek USFS Airport,"Indian Creek, Idaho",Idaho,US,44.7611389,-115.1073611
KS83,Shoshone County Airport,Kellogg,Idaho,US,47.5476989746,-116.18800354
KS84,Cottonwood Municipal Airport,Cottonwood,Idaho,US,46.0387992859,-116.3320007324
KS85,Big Sky Field,Culbertson,Montana,US,48.153301239,-104.5039978027
KS87,Weiser Municipal Airport,Weiser,Idaho,US,44.20679855,-116.961998
KS89,Craigmont Municipal Airport,Craigmont,Idaho,US,46.24772222,-116.47936111
KS94,Port of Whitman Business Air Center Airport,Colfax,Washington,US,46.8586997986,-117.4140014648
KS95,Martin Field,College Place,Washington,US,46.0469017029,-118.4169998169
KS97,Anderson Field,Brewster,Washington,US,48.1049003601,-119.7210006714
KS98,Vista Field,Kennewick,Washington,US,46.2186012268,-119.209999084
KSAA,Shively Field,Saratoga,Wyoming,US,41.4449005127,-106.8239974976
KSAC,Sacramento Executive Airport,Sacramento,California,US,38.5125007629,-121.4929962158
KSAD,Safford Regional Airport,Safford,Arizona,US,32.85480118,-109.6350021
KSAF,Santa Fe Municipal Airport,Santa Fe,New Mexico,US,35.617099762,-106.088996887
KSAN,San Diego International Airport,San Diego,California,US,32.7336006165,-117.1900024414
KSAR,Sparta Community Hunter Field,Sparta,Illinois,US,38.1488990784,-89.6986999512
KSAS,Salton Sea Airport,Salton City,California,US,33.2414016724,-115.952003479
KSAT,San Antonio International Airport,San Antonio,Texas,US,29.533700943,-98.4698028564
KSAV,Savannah Hilton Head International Airport,Savannah,Georgia,US,32.12760162,-81.20210266
KSAW,Sawyer International Airport,Marquette,Michigan,US,46.3535995483,-87.395401001
KSAZ,Staples Municipal Airport,Staples,Minnesota,US,46.3809013367,-94.806602478
KSBA,Santa Barbara Municipal Airport,Santa Barbara,California,US,34.42620087,-119.8399963
KSBD,San Bernardino International Airport,San Bernardino,California,US,34.0954017639,-117.2350006104
KSBM,Sheboygan County Memorial Airport,Sheboygan,Wisconsin,US,43.76959991,-87.85140228
KSBN,South Bend Regional Airport,South Bend,Indiana,US,41.7086982727,-86.3172988892
KSBO,East Georgia Regional Airport,Swainsboro,Georgia,US,32.6091003418,-82.3699035645
KSBP,San Luis County Regional Airport,San Luis Obispo,California,US,35.2368011475,-120.641998291
KSBS,Steamboat Springs Bob Adams Field,Steamboat Springs,Colorado,US,40.5163002,-106.8659973
KSBU,Blue Earth Municipal Airport,Blue Earth,Minnesota,US,43.5952987671,-94.0927963257
KSBX,Shelby Airport,Shelby,Montana,US,48.5406990051,-111.8710021973
KSBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,Maryland,US,38.3404998779,-75.5102996826
KSCA,Sidney Municipal Airport,Sidney,Ohio,US,40.2414016724,-84.1509017944
KSCB,Scribner State Airport,Scribner,Nebraska,US,41.6102981567,-96.6298980713
KSCD,Merkel Field Sylacauga Municipal Airport,Sylacauga,Alabama,US,33.1717987061,-86.3054962158
KSCH,Schenectady County Airport,Schenectady,New York,US,42.8525009155,-73.9289016724
KSCK,Stockton Metropolitan Airport,Stockton,California,US,37.8941993713,-121.2379989624
KSCR,Siler City Municipal Airport,Siler City,North Carolina,US,35.7042999268,-79.5042037964
KSCX,Scott Municipal Airport,Oneida,Tennessee,US,36.4556007385,-84.5857009888
KSDA,Shenandoah Municipal Airport,Shenandoah,Iowa,US,40.7515983582,-95.4136962891
KSDC,Williamson Sodus Airport,Williamson/Sodus,New York,US,43.23469925,-77.1210022
KSDF,Louisville Muhammad Ali International Airport,Louisville,Kentucky,US,38.1744003296,-85.736000061
KSDL,Scottsdale Airport,Scottsdale,Arizona,US,33.6228981018,-111.9110031128
KSDM,Brown Field Municipal Airport,San Diego,California,US,32.5722999573,-116.9800033569
KSDY,Sidney Richland Municipal Airport,Sidney,Montana,US,47.70690155,-104.1930008
KSEA,Seattle Tacoma International Airport,Seattle,Washington,US,47.4490013123,-122.3089981079
KSEE,Gillespie Field,San Diego/El Cajon,California,US,32.8261985779,-116.9720001221
KSEF,Sebring Regional Airport,Sebring,Florida,US,27.45639992,-81.3423996
KSEG,Penn Valley Airport,Selinsgrove,Pennsylvania,US,40.8205986023,-76.863899231
KSEM,Craig Field,Selma,Alabama,US,32.3438987732,-86.9878005981
KSEP,Stephenville Clark Regional Airport,Stephenville,Texas,US,32.2153015137,-98.177696228
KSEQ,Randolph Air Force Base Auxiliary Airport,Seguin,Texas,US,29.56579971,-97.90830231
KSER,Freeman Municipal Airport,Seymour,Indiana,US,38.9235992432,-85.9074020386
KSET,St Charles County Smartt Airport,St Charles,Missouri,US,38.92969894,-90.43000031
KSEZ,Sedona Airport,Sedona,Arizona,US,34.8485984802,-111.7880020142
KSFB,Orlando Sanford International Airport,Orlando,Florida,US,28.7775993347,-81.2375030518
KSFF,Felts Field,Spokane,Washington,US,47.682800293,-117.3229980469
KSFM,Sanford Regional Airport,Sanford,Maine,US,43.393901825,-70.7080001831
KSFO,San Francisco International Airport,San Francisco,California,US,37.6189994812,-122.375
KSFQ,Suffolk Executive Airport,Suffolk,Virginia,US,36.6823997498,-76.6018981934
KSFY,Tri Township Airport,Savanna,Illinois,US,42.0457992554,-90.1079025269
KSFZ,North Central State Airport,Pawtucket,Rhode Island,US,41.9207992554,-71.4914016724
KSGF,Springfield Branson National Airport,Springfield,Missouri,US,37.24570084,-93.38860321
KSGH,Springfield Beckley Municipal Airport,Springfield,Ohio,US,39.8403015137,-83.8402023315
KSGJ,Northeast Florida Regional Airport,St Augustine,Florida,US,29.9591999054,-81.3397979736
KSGR,Sugar Land Regional Airport,Houston,Texas,US,29.6222991943,-95.65650177
KSGS,South St Paul Municipal Richard E Fleming field,South St Paul,Minnesota,US,44.85710144,-93.03289795
KSGT,Stuttgart Municipal Airport,Stuttgart,Arkansas,US,34.5994987488,-91.5749969482
KSGU,St George Municipal Airport,St George,Utah,US,37.0363888889,-113.510305556
KSH1,Shelby Auxiliary Field One,Camp Shelby,Mississippi,US,31.20546991,-89.17604352
KSHD,Shenandoah Valley Regional Airport,Staunton/Waynesboro/Harrisonburg,Virginia,US,38.2638015747,-78.8964004517
KSHL,Sheldon Municipal Airport,Sheldon,Iowa,US,43.2084007263,-95.8333969116
KSHN,Sanderson Field,Shelton,Washington,US,47.2336006165,-123.1480026245
KSHR,Sheridan County Airport,Sheridan,Wyoming,US,44.7691993713,-106.9800033569
KSHV,Shreveport Regional Airport,Shreveport,Louisiana,US,32.4466018677,-93.8255996704
